Ecoregion,Country,Site,Genus,Species,Taxon,N_min,Date,Start_decimal,Gamete_release,DoSRtNFM,daylen_decimal,sunset,sunrise
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,lactuca,Pectinia  lactuca,1.0,2003-04-21,20.0,Bundles,4,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,paeonia,Pectinia  paeonia,1.0,2003-04-21,20.0,Bundles,4,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,ryukyuensis,Platygyra  ryukyuensis,1.0,2003-04-21,20.0,Bundles,4,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Echinopora,lamellosa,Echinopora  lamellosa,1.0,2003-04-22,20.0,Bundles,5,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Euphyllia,ancora,Euphyllia  ancora,1.0,2003-04-22,20.0,Not recorded,5,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2003-04-22,20.0,Not recorded,5,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Merulina,ampliata,Merulina  ampliata,1.0,2003-04-22,20.0,Bundles,5,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,lactuca,Pectinia  lactuca,1.0,2003-04-22,20.0,Bundles,5,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,paeonia,Pectinia  paeonia,1.0,2003-04-22,20.0,Bundles,5,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,ryukyuensis,Platygyra  ryukyuensis,1.0,2003-04-22,20.0,Bundles,5,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Euphyllia,ancora,Euphyllia  ancora,1.0,2003-04-23,20.0,Not recorded,6,13.8,19.7,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2003-04-23,20.0,Not recorded,6,13.8,19.7,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Merulina,ampliata,Merulina  ampliata,1.0,2003-04-23,20.0,Bundles,6,13.8,19.7,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,paeonia,Pectinia  paeonia,1.0,2003-04-23,20.0,Bundles,6,13.8,19.7,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Merulina,ampliata,Merulina  ampliata,2.0,2005-03-28,20.5,Bundles,2,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Scapophyllia,cylindrica,Scapophyllia  cylindrica,1.0,2005-03-28,21.4,Bundles,2,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2005-03-29,21.55,Bundles,3,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acropora,millepora,Acropora  millepora,1.0,2005-03-29,21.58333333333333,Bundles,3,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,halicora,Favites  halicora,1.0,2005-03-29,21.766666666666666,Bundles,3,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Merulina,ampliata,Merulina  ampliata,4.0,2005-03-29,20.48333333333333,Bundles,3,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Scapophyllia,cylindrica,Scapophyllia  cylindrica,1.0,2005-03-29,21.383333333333333,Bundles,3,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acropora,florida,Acropora  florida,1.0,2005-03-30,21.0,Bundles,4,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Echinopora,lamellosa,Echinopora  lamellosa,5.0,2005-03-30,20.75,Bundles,4,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Euphyllia,ancora,Euphyllia  ancora,1.0,2005-03-30,20.416666666666668,Eggs,4,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,halicora,Favites  halicora,3.0,2005-03-30,20.966666666666665,Bundles,4,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,fascicularis,Galaxea  fascicularis,10.0,2005-03-30,20.0,Not recorded,4,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,pectinata,Goniastrea  pectinata,5.0,2005-03-30,20.933333333333334,Bundles,4,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Merulina,ampliata,Merulina  ampliata,10.0,2005-03-30,20.45,Bundles,4,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,alcicornis,Pectinia  alcicornis,1.0,2005-03-30,21.25,Bundles,4,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,lactuca,Pectinia  lactuca,6.0,2005-03-30,21.03333333333333,Bundles,4,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acropora,humilis,Acropora  humilis,3.0,2005-03-31,20.5,Bundles,5,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acropora,hyacinthus,Acropora  hyacinthus,2.0,2005-03-31,20.8,Bundles,5,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acropora,millepora,Acropora  millepora,4.0,2005-03-31,20.0,Bundles,5,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Echinopora,lamellosa,Echinopora  lamellosa,2.0,2005-03-31,20.75,Bundles,5,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,fascicularis,Galaxea  fascicularis,4.0,2005-03-31,20.016666666666666,Not recorded,5,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Merulina,ampliata,Merulina  ampliata,2.0,2005-03-31,21.0,Bundles,5,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,paeonia,Pectinia  paeonia,2.0,2005-03-31,21.58333333333333,Bundles,5,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Scapophyllia,cylindrica,Scapophyllia  cylindrica,1.0,2005-03-31,21.45,Bundles,5,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,fascicularis,Galaxea  fascicularis,4.0,2005-04-01,20.33333333333333,Not recorded,6,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2005-04-02,21.116666666666667,Not recorded,7,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Echinopora,lamellosa,Echinopora  lamellosa,1.0,2012-04-10,20.73333333333333,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,complanata,Favites  complanata,1.0,2012-04-10,21.566666666666663,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,complanata,Favites  complanata,1.0,2012-04-10,21.83333333333333,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,complanata,Favites  complanata,1.0,2012-04-10,21.65,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,minuta,Goniastrea  minuta,1.0,2012-04-10,21.366666666666667,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,minuta,Goniastrea  minuta,1.0,2012-04-10,21.08333333333333,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2012-04-10,21.48333333333333,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,retiformis,Goniastrea  retiformis,1.0,2012-04-10,21.433333333333334,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,retiformis,Goniastrea  retiformis,1.0,2012-04-10,21.05,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Lobophyllia,hemprichii,Lobophyllia  hemprichii,1.0,2012-04-10,19.383333333333333,Both separately,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Montipora,corbettensis,Montipora  corbettensis,1.0,2012-04-10,20.6,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Montipora,verrucosa,Montipora  verrucosa,1.0,2012-04-10,20.45,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Montipora,verrucosa,Montipora  verrucosa,1.0,2012-04-10,20.316666666666663,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,pini,Platygyra  pini,1.0,2012-04-10,20.95,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,pini,Platygyra  pini,1.0,2012-04-10,21.33333333333333,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Scapophyllia,cylindrica,Scapophyllia  cylindrica,1.0,2012-04-10,21.3,Bundles,3,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acanthastrea,rotundoflora,Acanthastrea  rotundoflora,1.0,2012-04-11,20.58333333333333,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Diploastrea,heliopora,Diploastrea  heliopora,1.0,2012-04-11,21.4,Both separately,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Dipsastraea,favus,Dipsastraea  favus,1.0,2012-04-11,21.6,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Dipsastraea,matthaii,Dipsastraea  matthaii,1.0,2012-04-11,20.966666666666665,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,abdita,Favites  abdita,1.0,2012-04-11,21.78333333333333,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,abdita,Favites  abdita,1.0,2012-04-11,21.45,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,abdita,Favites  abdita,1.0,2012-04-11,20.816666666666663,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,abdita,Favites  abdita,1.0,2012-04-11,21.966666666666665,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,abdita,Favites  abdita,1.0,2012-04-11,21.216666666666665,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,abdita,Favites  abdita,1.0,2012-04-11,20.95,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,chinensis,Favites  chinensis,1.0,2012-04-11,21.566666666666663,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,complanata,Favites  complanata,1.0,2012-04-11,21.966666666666665,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,astreata,Galaxea  astreata,1.0,2012-04-11,21.08333333333333,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,astreata,Galaxea  astreata,2.0,2012-04-11,19.95,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,fascicularis,Galaxea  fascicularis,2.0,2012-04-11,21.75,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,minuta,Goniastrea  minuta,1.0,2012-04-11,20.9,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,minuta,Goniastrea  minuta,1.0,2012-04-11,20.45,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2012-04-11,21.1,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,pectinata,Goniastrea  pectinata,2.0,2012-04-11,21.0,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Lobophyllia,corymbosa,Lobophyllia  corymbosa,1.0,2012-04-11,20.716666666666665,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Lobophyllia,radians,Lobophyllia  radians,1.0,2012-04-11,19.7,Both separately,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Merulina,ampliata,Merulina  ampliata,2.0,2012-04-11,20.7,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Montipora,corbettensis,Montipora  corbettensis,1.0,2012-04-11,20.58333333333333,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,lactuca,Pectinia  lactuca,1.0,2012-04-11,21.216666666666665,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,paeonia,Pectinia  paeonia,1.0,2012-04-11,21.366666666666667,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,paeonia,Pectinia  paeonia,1.0,2012-04-11,21.133333333333333,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,pini,Platygyra  pini,1.0,2012-04-11,21.183333333333334,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,pini,Platygyra  pini,1.0,2012-04-11,20.716666666666665,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,sinensis,Platygyra  sinensis,1.0,2012-04-11,20.916666666666668,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,sinensis,Platygyra  sinensis,1.0,2012-04-11,21.5,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,sinensis,Platygyra  sinensis,1.0,2012-04-11,21.95,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,sinensis,Platygyra  sinensis,1.0,2012-04-11,21.366666666666667,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,sinensis,Platygyra  sinensis,1.0,2012-04-11,21.8,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,sinensis,Platygyra  sinensis,1.0,2012-04-11,21.633333333333333,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,sinensis,Platygyra  sinensis,1.0,2012-04-11,21.2,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,sinensis,Platygyra  sinensis,1.0,2012-04-11,21.78333333333333,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Platygyra,sinensis,Platygyra  sinensis,1.0,2012-04-11,21.316666666666663,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Scapophyllia,cylindrica,Scapophyllia  cylindrica,1.0,2012-04-11,21.05,Bundles,4,12.9,19.1,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acanthastrea,echinata,Acanthastrea  echinata,1.0,2012-04-12,19.4,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Acanthastrea,echinata,Acanthastrea  echinata,1.0,2012-04-12,19.55,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Dipsastraea,favus,Dipsastraea  favus,1.0,2012-04-12,20.9,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Dipsastraea,speciosa,Dipsastraea  speciosa,1.0,2012-04-12,19.633333333333333,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Echinophyllia,aspera,Echinophyllia  aspera,1.0,2012-04-12,20.75,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Echinophyllia,echinoporoides,Echinophyllia  echinoporoides,1.0,2012-04-12,20.633333333333333,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Echinophyllia,echinoporoides,Echinophyllia  echinoporoides,1.0,2012-04-12,20.966666666666665,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Echinopora,gemmacea,Echinopora  gemmacea,1.0,2012-04-12,20.683333333333334,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Echinopora,gemmacea,Echinopora  gemmacea,1.0,2012-04-12,21.55,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,abdita,Favites  abdita,1.0,2012-04-12,20.83333333333333,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,abdita,Favites  abdita,1.0,2012-04-12,21.0,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,abdita,Favites  abdita,1.0,2012-04-12,21.416666666666668,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,abdita,Favites  abdita,1.0,2012-04-12,21.7,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,complanata,Favites  complanata,1.0,2012-04-12,21.816666666666663,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Favites,valenciennesi,Favites  valenciennesi,1.0,2012-04-12,21.48333333333333,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,astreata,Galaxea  astreata,1.0,2012-04-12,20.73333333333333,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,astreata,Galaxea  astreata,1.0,2012-04-12,20.216666666666665,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,astreata,Galaxea  astreata,1.0,2012-04-12,20.633333333333333,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2012-04-12,19.45,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,minuta,Goniastrea  minuta,1.0,2012-04-12,21.066666666666663,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2012-04-12,20.8,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2012-04-12,20.933333333333334,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Leptoria,phrygia,Leptoria  phrygia,1.0,2012-04-12,21.05,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Lobophyllia,corymbosa,Lobophyllia  corymbosa,1.0,2012-04-12,20.28333333333333,Both separately,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Lobophyllia,corymbosa,Lobophyllia  corymbosa,1.0,2012-04-12,21.85,Both separately,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Merulina,ampliata,Merulina  ampliata,1.0,2012-04-12,20.58333333333333,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Merulina,ampliata,Merulina  ampliata,1.0,2012-04-12,20.666666666666668,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Montipora,informis,Montipora  informis,1.0,2012-04-12,20.55,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Oulophyllia,bennettae,Oulophyllia  bennettae,1.0,2012-04-12,23.1,Bundles,5,12.8,19.9,7.1
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,Pectinia,lactuca,Pectinia  lactuca,1.0,2012-04-12,21.383333333333333,Bundles,5,12.8,19.9,7.1
