Ecoregion,Country,Site,Genus,Species,Taxon,N_min,Date,Start_decimal,Gamete_release,DoSRtNFM,daylen_decimal,sunset,sunrise
Fiji,Fiji,Vatuolalai,Acropora,millepora,Acropora  millepora,1.0,2016-11-21,22.166666666666668,Bundles,6,13.3,19.26,6.23
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2016-11-21,22.25,Bundles,6,13.3,19.26,6.23
Fiji,Fiji,Vatuolalai,Acropora,humilis,Acropora  humilis,1.0,2016-11-22,22.916666666666668,Bundles,7,13.3,19.26,6.23
Fiji,Fiji,Vatuolalai,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2016-11-22,22.666666666666668,Bundles,7,13.3,19.26,6.23
Fiji,Fiji,Vatuolalai,Acropora,millepora,Acropora  millepora,1.0,2016-11-22,22.25,Bundles,7,13.3,19.26,6.23
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2017-12-08,22.33333333333333,Bundles,4,13.11,19.36,6.25
Fiji,Fiji,Vatuolalai,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2017-12-08,21.5,Bundles,4,13.11,19.36,6.25
Fiji,Fiji,Vatuolalai,Acropora,gemmifera,Acropora  gemmifera,1.0,2017-12-09,22.83333333333333,Bundles,5,13.12,19.37,6.25
Fiji,Fiji,Vatuolalai,Acropora,humilis,Acropora  humilis,1.0,2017-12-09,23.08333333333333,Bundles,5,13.12,19.37,6.25
Fiji,Fiji,Vatuolalai,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2017-12-09,22.75,Bundles,5,13.12,19.37,6.25
Fiji,Fiji,Vatuolalai,Acropora,millepora,Acropora  millepora,1.0,2017-12-09,22.08333333333333,Bundles,5,13.12,19.37,6.25
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2017-12-09,22.33333333333333,Bundles,5,13.12,19.37,6.25
Fiji,Fiji,Vatuolalai,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2017-12-09,21.5,Bundles,5,13.12,19.37,6.25
Fiji,Fiji,Vatuolalai,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2017-12-09,21.5,Bundles,5,13.12,19.37,6.25
Fiji,Fiji,Vatuolalai,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2017-12-09,21.58333333333333,Bundles,5,13.12,19.37,6.25
Fiji,Fiji,Vatuolalai,Platygyra,daedalea,Platygyra  daedalea,1.0,2017-12-09,20.166666666666668,Bundles,5,13.12,19.37,6.25
Fiji,Fiji,Vatuolalai,Acropora,gemmifera,Acropora  gemmifera,1.0,2017-12-10,22.75,Bundles,6,13.11,19.37,6.26
Fiji,Fiji,Vatuolalai,Acropora,humilis,Acropora  humilis,1.0,2017-12-10,22.83333333333333,Bundles,6,13.11,19.37,6.26
Fiji,Fiji,Vatuolalai,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2017-12-10,22.666666666666668,Bundles,6,13.11,19.37,6.26
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2017-12-10,22.416666666666668,Bundles,6,13.11,19.37,6.26
Fiji,Fiji,Vatuolalai,Acropora,pulchra,Acropora aff pulchra,1.0,2017-12-10,21.666666666666668,Bundles,6,13.11,19.37,6.26
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2018-10-29,21.25,Bundles,4,13.43,18.14,5.31
Fiji,Fiji,Vatuolalai,Acropora,vaughani,Acropora aff vaughani,1.0,2018-10-29,19.166666666666668,Bundles,4,13.43,18.14,5.31
Fiji,Fiji,Vatuolalai,Acropora,gemmifera,Acropora  gemmifera,1.0,2018-10-30,21.83333333333333,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Acropora,humilis,Acropora  humilis,1.0,2018-10-30,21.666666666666668,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2018-10-30,21.5,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Acropora,insignis,Acropora aff insignis,1.0,2018-10-30,21.25,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Acropora,intermedia,Acropora cf intermedia,1.0,2018-10-30,21.666666666666668,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Acropora,millepora,Acropora  millepora,1.0,2018-10-30,20.83333333333333,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Acropora,muricata,Acropora  muricata,1.0,2018-10-30,20.75,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2018-10-30,21.33333333333333,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2018-10-30,20.33333333333333,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Acropora,sp_1_Fiji,Acropora  sp_1_Fiji,1.0,2018-10-30,21.416666666666668,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Acropora,tenuis,Acropora  tenuis,1.0,2018-10-30,19.166666666666668,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Acropora,vaughani,Acropora aff vaughani,1.0,2018-10-30,19.166666666666668,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Echinopora,lamellosa,Echinopora  lamellosa,1.0,2018-10-30,19.83333333333333,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Montipora,sp_1_Fiji,Montipora  sp_1_Fiji,1.0,2018-10-30,19.5,Bundles,5,13.44,18.14,5.3
Fiji,Fiji,Vatuolalai,Acropora,digitifera,Acropora  digitifera,1.0,2018-10-31,21.75,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,divaricata,Acropora cf divaricata,1.0,2018-10-31,21.166666666666668,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,gemmifera,Acropora  gemmifera,1.0,2018-10-31,21.666666666666668,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,humilis,Acropora  humilis,1.0,2018-10-31,21.75,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2018-10-31,21.58333333333333,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,insignis,Acropora aff insignis,1.0,2018-10-31,21.25,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,intermedia,Acropora cf intermedia,1.0,2018-10-31,21.75,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,loripes,Acropora cf loripes,1.0,2018-10-31,20.83333333333333,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,millepora,Acropora  millepora,1.0,2018-10-31,21.166666666666668,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,muricata,Acropora  muricata,1.0,2018-10-31,20.916666666666668,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2018-10-31,21.25,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,pulchra,Acropora aff pulchra,1.0,2018-10-31,20.58333333333333,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2018-10-31,20.416666666666668,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,sp_1_Fiji,Acropora  sp_1_Fiji,1.0,2018-10-31,21.33333333333333,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,sp_2_Fiji,Acropora  sp_2_Fiji,1.0,2018-10-31,22.08333333333333,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,sp_3_Fiji,Acropora  sp_3_Fiji,1.0,2018-10-31,21.58333333333333,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,sp_4_Fiji,Acropora  sp_4_Fiji,1.0,2018-10-31,21.916666666666668,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,tenuis,Acropora  tenuis,1.0,2018-10-31,19.166666666666668,Bundles,6,13.45,18.15,5.3
Fiji,Fiji,Vatuolalai,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2018-11-28,21.5,Bundles,5,13.7,19.3,6.23
Fiji,Fiji,Vatuolalai,Acropora,copiosa,Acropora aff copiosa,1.0,2018-11-29,22.0,Bundles,6,13.7,19.3,6.23
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2018-11-29,22.33333333333333,Bundles,6,13.7,19.3,6.23
Fiji,Fiji,Vatuolalai,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2018-11-29,21.33333333333333,Bundles,6,13.7,19.3,6.23
Fiji,Fiji,Vatuolalai,Acropora,sp_1_Fiji,Acropora  sp_1_Fiji,1.0,2018-11-29,22.33333333333333,Bundles,6,13.7,19.3,6.23
Fiji,Fiji,Vatuolalai,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2018-11-29,21.58333333333333,Bundles,6,13.7,19.3,6.23
Fiji,Fiji,Vatuolalai,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2018-11-29,21.5,Bundles,6,13.7,19.3,6.23
Fiji,Fiji,Vatuolalai,Platygyra,daedalea,Platygyra  daedalea,1.0,2018-11-29,20.0,Bundles,6,13.7,19.3,6.23
Fiji,Fiji,Vatuolalai,Acropora,cerealis,Acropora cf cerealis,1.0,2018-11-30,22.58333333333333,Bundles,7,13.8,19.31,6.23
Fiji,Fiji,Vatuolalai,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2018-11-30,22.75,Bundles,7,13.8,19.31,6.23
Fiji,Fiji,Vatuolalai,Acropora,intermedia,Acropora cf intermedia,1.0,2018-11-30,22.5,Bundles,7,13.8,19.31,6.23
Fiji,Fiji,Vatuolalai,Merulina,scabricula,Merulina  scabricula,1.0,2019-10-18,20.75,Bundles,4,13.32,18.1,5.38
Fiji,Fiji,Vatuolalai,Acropora,aspera,Acropora aff aspera,1.0,2019-10-19,21.08333333333333,Bundles,5,13.33,18.1,5.37
Fiji,Fiji,Vatuolalai,Acropora,humilis,Acropora  humilis,1.0,2019-10-19,21.666666666666668,Bundles,5,13.33,18.1,5.37
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2019-10-19,21.666666666666668,Bundles,5,13.33,18.1,5.37
Fiji,Fiji,Vatuolalai,Acropora,yongei,Acropora aff yongei,1.0,2019-10-19,18.5,Bundles,5,13.33,18.1,5.37
Fiji,Fiji,Vatuolalai,Merulina,scabricula,Merulina  scabricula,1.0,2019-10-19,20.666666666666668,Bundles,5,13.33,18.1,5.37
Fiji,Fiji,Vatuolalai,Platygyra,daedalea,Platygyra  daedalea,1.0,2019-10-19,18.83333333333333,Bundles,5,13.33,18.1,5.37
Fiji,Fiji,Vatuolalai,Acropora,aspera,Acropora aff aspera,1.0,2019-10-20,21.166666666666668,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,cerealis,Acropora cf cerealis,1.0,2019-10-20,21.83333333333333,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,cytherea,Acropora  cytherea,1.0,2019-10-20,21.916666666666668,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,gemmifera,Acropora  gemmifera,1.0,2019-10-20,21.83333333333333,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,humilis,Acropora  humilis,1.0,2019-10-20,21.916666666666668,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2019-10-20,21.5,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,loripes,Acropora cf loripes,1.0,2019-10-20,21.08333333333333,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,millepora,Acropora  millepora,1.0,2019-10-20,21.25,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,muricata,Acropora  muricata,1.0,2019-10-20,20.83333333333333,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2019-10-20,21.416666666666668,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,pocilloporina,Acropora aff pocilloporina,1.0,2019-10-20,22.666666666666668,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,pulchra,Acropora aff pulchra,1.0,2019-10-20,20.83333333333333,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,pulchra,Acropora aff pulchra,1.0,2019-10-20,22.666666666666668,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2019-10-20,20.5,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,sp_2_Fiji,Acropora  sp_2_Fiji,1.0,2019-10-20,22.08333333333333,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,sp_3_Fiji,Acropora  sp_3_Fiji,1.0,2019-10-20,21.916666666666668,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,sp_4_Fiji,Acropora  sp_4_Fiji,1.0,2019-10-20,22.08333333333333,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,sp_7_Fiji,Acropora  sp_7_Fiji,1.0,2019-10-20,22.25,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,sp_8_Fiji,Acropora  sp_8_Fiji,1.0,2019-10-20,21.166666666666668,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,sp_9_Fiji,Acropora  sp_9_Fiji,1.0,2019-10-20,21.166666666666668,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,tenuis,Acropora  tenuis,1.0,2019-10-20,19.416666666666668,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,yongei,Acropora aff yongei,1.0,2019-10-20,18.58333333333333,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Leptoria,phrygia,Leptoria  phrygia,1.0,2019-10-20,21.666666666666668,Bundles,6,13.34,18.11,5.37
Fiji,Fiji,Vatuolalai,Acropora,gemmifera,Acropora  gemmifera,1.0,2019-10-21,21.666666666666668,Bundles,7,13.35,18.11,5.36
Fiji,Fiji,Vatuolalai,Acropora,muricata,Acropora  muricata,1.0,2019-10-21,20.83333333333333,Bundles,7,13.35,18.11,5.36
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2019-10-21,21.58333333333333,Bundles,7,13.35,18.11,5.36
Fiji,Fiji,Vatuolalai,Acropora,sp_2_Fiji,Acropora  sp_2_Fiji,1.0,2019-10-21,22.133333333333333,Bundles,7,13.35,18.11,5.36
Fiji,Fiji,Vatuolalai,Acropora,sp_4_Fiji,Acropora  sp_4_Fiji,1.0,2019-10-21,22.0,Bundles,7,13.35,18.11,5.36
Fiji,Fiji,Vatuolalai,Acropora,sp_7_Fiji,Acropora  sp_7_Fiji,1.0,2019-10-21,22.08333333333333,Bundles,7,13.35,18.11,5.36
Fiji,Fiji,Vatuolalai,Acropora,carduus,Acropora aff carduus,1.0,2019-11-16,20.5,Bundles,3,13.58,19.22,6.24
Fiji,Fiji,Vatuolalai,Acropora,muricata,Acropora aff muricata,1.0,2019-11-16,22.33333333333333,Bundles,3,13.58,19.22,6.24
Fiji,Fiji,Vatuolalai,Acropora,pulchra,Acropora aff pulchra,1.0,2019-11-16,22.75,Bundles,3,13.58,19.22,6.24
Fiji,Fiji,Vatuolalai,Acropora,vaughani,Acropora aff vaughani,1.0,2019-11-16,20.5,Bundles,3,13.58,19.22,6.24
Fiji,Fiji,Vatuolalai,Acropora,carduus,Acropora aff carduus,1.0,2019-11-18,20.5,Bundles,5,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,millepora,Acropora  millepora,1.0,2019-11-18,22.416666666666668,Bundles,5,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2019-11-18,22.75,Bundles,5,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,tenuis,Acropora  tenuis,1.0,2019-11-18,20.683333333333334,Bundles,5,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,vaughani,Acropora aff vaughani,1.0,2019-11-18,20.53333333333333,Bundles,5,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2019-11-18,22.166666666666668,Bundles,5,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Goniastrea,pectinata,Goniastrea aff pectinata,1.0,2019-11-18,21.83333333333333,Bundles,5,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,carduus,Acropora aff carduus,1.0,2019-11-19,20.45,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,elseyi,Acropora aff elseyi,1.0,2019-11-19,22.4,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,florida,Acropora  florida,1.0,2019-11-19,22.33333333333333,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,gemmifera,Acropora  gemmifera,1.0,2019-11-19,22.85,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,humilis,Acropora  humilis,1.0,2019-11-19,22.883333333333333,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2019-11-19,22.95,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,loripes,Acropora cf loripes,1.0,2019-11-19,22.15,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,millepora,Acropora aff millepora,1.0,2019-11-19,22.58333333333333,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,millepora,Acropora  millepora,1.0,2019-11-19,22.53333333333333,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,millepora,Acropora aff millepora,1.0,2019-11-19,22.2,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,muricata,Acropora  muricata,1.0,2019-11-19,22.0,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,muricata,Acropora  muricata,1.0,2019-11-19,22.33333333333333,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,nasuta,Acropora cf nasuta,1.0,2019-11-19,22.516666666666666,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,pulchra,Acropora aff pulchra,1.0,2019-11-19,21.65,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,pulchra,Acropora aff pulchra,1.0,2019-11-19,21.83333333333333,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,samoensis,Acropora cf samoensis,1.0,2019-11-19,22.75,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,sp_9_Fiji,Acropora  sp_9_Fiji,1.0,2019-11-19,22.08333333333333,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,spicifera,Acropora  spicifera,1.0,2019-11-19,23.216666666666665,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,tenuis,Acropora  tenuis,1.0,2019-11-19,20.416666666666668,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,vaughani,Acropora aff vaughani,1.0,2019-11-19,20.33333333333333,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Acropora,yongei,Acropora aff yongei,1.0,2019-11-19,19.83333333333333,Bundles,6,13.0,19.24,6.24
Fiji,Fiji,Vatuolalai,Montipora,sp_1_Fiji,Montipora  sp_1_Fiji,1.0,2019-11-20,20.75,Bundles,7,13.1,19.25,6.24
Fiji,Fiji,Votua,Acropora,gemmifera,Acropora  gemmifera,1.0,2008-10-20,22.75,Bundles,5,13.35,18.11,5.36
Fiji,Fiji,Votua,Acropora,humilis,Acropora  humilis,1.0,2008-10-20,23.0,Bundles,5,13.35,18.11,5.36
Fiji,Fiji,Votua,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2008-10-20,22.666666666666668,Bundles,5,13.35,18.11,5.36
Fiji,Fiji,Votua,Acropora,millepora,Acropora  millepora,1.0,2008-10-20,22.5,Bundles,5,13.35,18.11,5.36
Fiji,Fiji,Votua,Acropora,muricata,Acropora  muricata,1.0,2008-10-20,21.916666666666668,Bundles,5,13.35,18.11,5.36
Fiji,Fiji,Votua,Acropora,nasuta,Acropora cf nasuta,1.0,2008-10-20,22.33333333333333,Bundles,5,13.35,18.11,5.36
Fiji,Fiji,Votua,Acropora,pulchra,Acropora aff pulchra,1.0,2008-10-20,21.58333333333333,Bundles,5,13.35,18.11,5.36
Fiji,Fiji,Votua,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2008-10-20,21.666666666666668,Bundles,5,13.35,18.11,5.36
Fiji,Fiji,Votua,Acropora,sp_1_Fiji,Acropora  sp_1_Fiji,1.0,2008-10-20,22.416666666666668,Bundles,5,13.35,18.11,5.36
Fiji,Fiji,Votua,Acropora,tenuis,Acropora  tenuis,1.0,2008-10-20,20.166666666666668,Bundles,5,13.35,18.11,5.36
Fiji,Fiji,Votua,Acropora,gemmifera,Acropora  gemmifera,1.0,2008-10-21,22.83333333333333,Bundles,6,13.36,18.11,5.35
Fiji,Fiji,Votua,Acropora,humilis,Acropora  humilis,1.0,2008-10-21,22.916666666666668,Bundles,6,13.36,18.11,5.35
Fiji,Fiji,Votua,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2008-10-21,22.58333333333333,Bundles,6,13.36,18.11,5.35
Fiji,Fiji,Votua,Acropora,nasuta,Acropora cf nasuta,1.0,2008-10-21,22.33333333333333,Bundles,6,13.36,18.11,5.35
Fiji,Fiji,Votua,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2008-10-21,21.58333333333333,Bundles,6,13.36,18.11,5.35
Fiji,Fiji,Votua,Acropora,sp_1_Fiji,Acropora  sp_1_Fiji,1.0,2008-10-21,22.58333333333333,Bundles,6,13.36,18.11,5.35
Fiji,Fiji,Votua,Acropora,tenuis,Acropora  tenuis,1.0,2008-10-21,20.25,Bundles,6,13.36,18.11,5.35
Fiji,Fiji,Votua,Acropora,vaughani,Acropora aff vaughani,1.0,2010-10-28,20.166666666666668,Bundles,5,13.42,19.13,6.31
Fiji,Fiji,Votua,Acropora,humilis,Acropora  humilis,1.0,2010-10-29,22.75,Bundles,6,13.43,19.14,6.31
Fiji,Fiji,Votua,Acropora,millepora,Acropora  millepora,1.0,2010-10-29,22.166666666666668,Bundles,6,13.43,19.14,6.31
Fiji,Fiji,Votua,Acropora,muricata,Acropora  muricata,1.0,2010-10-29,21.83333333333333,Bundles,6,13.43,19.14,6.31
Fiji,Fiji,Votua,Acropora,nasuta,Acropora cf nasuta,1.0,2010-10-29,22.33333333333333,Bundles,6,13.43,19.14,6.31
Fiji,Fiji,Votua,Acropora,pulchra,Acropora aff pulchra,1.0,2010-10-29,21.666666666666668,Bundles,6,13.43,19.14,6.31
Fiji,Fiji,Votua,Acropora,tenuis,Acropora  tenuis,1.0,2010-10-29,20.166666666666668,Bundles,6,13.43,19.14,6.31
Fiji,Fiji,Votua,Acropora,vaughani,Acropora aff vaughani,1.0,2010-10-29,20.166666666666668,Bundles,6,13.43,19.14,6.31
Fiji,Fiji,Votua,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2010-10-29,21.5,Bundles,6,13.43,19.14,6.31
Fiji,Fiji,Votua,Platygyra,daedalea,Platygyra  daedalea,1.0,2010-10-29,20.166666666666668,Bundles,6,13.43,19.14,6.31
Fiji,Fiji,Votua,Acropora,digitifera,Acropora  digitifera,1.0,2010-10-30,22.666666666666668,Bundles,7,13.44,19.14,6.3
Fiji,Fiji,Votua,Acropora,gemmifera,Acropora  gemmifera,1.0,2010-10-30,22.83333333333333,Bundles,7,13.44,19.14,6.3
Fiji,Fiji,Votua,Acropora,humilis,Acropora  humilis,1.0,2010-10-30,22.83333333333333,Bundles,7,13.44,19.14,6.3
Fiji,Fiji,Votua,Acropora,millepora,Acropora  millepora,1.0,2010-10-30,22.25,Bundles,7,13.44,19.14,6.3
Fiji,Fiji,Votua,Acropora,tenuis,Acropora  tenuis,1.0,2010-10-30,20.25,Bundles,7,13.44,19.14,6.3
Fiji,Fiji,Votua,Acropora,nasuta,Acropora cf nasuta,1.0,2011-10-17,22.33333333333333,Bundles,5,13.31,18.1,5.39
Fiji,Fiji,Votua,Acropora,vaughani,Acropora aff vaughani,1.0,2011-10-17,20.08333333333333,Bundles,5,13.31,18.1,5.39
Fiji,Fiji,Votua,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2011-10-17,21.416666666666668,Bundles,5,13.31,18.1,5.39
Fiji,Fiji,Votua,Acropora,gemmifera,Acropora  gemmifera,1.0,2011-10-18,22.75,Bundles,6,13.32,18.1,5.38
Fiji,Fiji,Votua,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2011-10-18,22.58333333333333,Bundles,6,13.32,18.1,5.38
Fiji,Fiji,Votua,Acropora,millepora,Acropora  millepora,1.0,2011-10-18,21.916666666666668,Bundles,6,13.32,18.1,5.38
Fiji,Fiji,Votua,Acropora,muricata,Acropora  muricata,1.0,2011-10-18,21.75,Bundles,6,13.32,18.1,5.38
Fiji,Fiji,Votua,Acropora,nasuta,Acropora cf nasuta,1.0,2011-10-18,22.33333333333333,Bundles,6,13.32,18.1,5.38
Fiji,Fiji,Votua,Acropora,pulchra,Acropora aff pulchra,1.0,2011-10-18,21.666666666666668,Bundles,6,13.32,18.1,5.38
Fiji,Fiji,Votua,Acropora,sp_1_Fiji,Acropora  sp_1_Fiji,1.0,2011-10-18,22.416666666666668,Bundles,6,13.32,18.1,5.38
Fiji,Fiji,Votua,Acropora,tenuis,Acropora  tenuis,1.0,2011-10-18,20.166666666666668,Bundles,6,13.32,18.1,5.38
Fiji,Fiji,Votua,Acropora,vaughani,Acropora aff vaughani,1.0,2011-10-18,20.166666666666668,Bundles,6,13.32,18.1,5.38
Fiji,Fiji,Votua,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2011-10-18,21.5,Bundles,6,13.32,18.1,5.38
Fiji,Fiji,Votua,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2011-10-19,22.666666666666668,Bundles,7,13.33,18.1,5.37
Fiji,Fiji,Votua,Acropora,millepora,Acropora  millepora,1.0,2011-10-19,22.08333333333333,Bundles,7,13.33,18.1,5.37
Fiji,Fiji,Votua,Acropora,muricata,Acropora  muricata,1.0,2011-10-19,21.75,Bundles,7,13.33,18.1,5.37
Fiji,Fiji,Votua,Acropora,nasuta,Acropora cf nasuta,1.0,2011-10-19,22.25,Bundles,7,13.33,18.1,5.37
